gender,age,province,cps19_votechoice,cps19_votechoice_pr,pes19_votechoice2019,vote_choice,vote_Justin_Trudeau,vote_Andrew_Scheer
Male,39,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,39,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,27,New Brunswick,People's Party,"NA","NA",People's Party,0,0
Male,45,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,34,Ontario,ndp,"NA","NA",ndp,0,0
Female,73,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,66,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,67,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,31,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Manitoba,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,55,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,37,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,78,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,39,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,32,Ontario,ndp,"NA","NA",ndp,0,0
Male,25,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,75,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,53,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,68,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,66,Ontario,ndp,"NA",NDP,NDP,0,0
Male,49,Saskatchewan,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,38,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,59,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,22,Manitoba,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,67,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,35,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,20,British Columbia,NA,Conservative Party,"NA",Conservative Party,0,1
Male,62,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,61,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,40,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,77,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,44,British Columbia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,56,Alberta,Green Party,"NA","NA",Green Party,0,0
Female,57,Alberta,ndp,"NA","NA",ndp,0,0
Female,48,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,76,British Columbia,ndp,"NA","NA",ndp,0,0
Male,49,Quebec,People's Party,"NA","NA",People's Party,0,0
Male,51,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,77,Saskatchewan,Green Party,"NA",Liberal Party,Liberal Party,1,0
Male,21,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,British Columbia,NA,"NA",Conservative Party,Conservative Party,0,1
Male,71,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,44,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,36,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,52,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,49,Alberta,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,59,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,39,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Male,54,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,67,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,64,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,73,Nova Scotia,ndp,"NA",NDP,NDP,0,0
Female,76,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,47,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,31,Ontario,NA,ndp,"NA",ndp,0,0
Male,73,British Columbia,ndp,"NA",NDP,NDP,0,0
Female,48,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,71,Nova Scotia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,27,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,34,Manitoba,ndp,"NA","NA",ndp,0,0
Male,31,Ontario,ndp,"NA","NA",ndp,0,0
Male,68,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,63,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,29,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,26,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,51,Ontario,NA,Conservative Party,"NA",Conservative Party,0,1
Male,65,Quebec,ndp,"NA","NA",ndp,0,0
Female,60,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,39,Saskatchewan,Liberal Party,"NA","NA",Liberal Party,1,0
Female,27,Quebec,ndp,"NA","NA",ndp,0,0
Female,49,New Brunswick,ndp,"NA","NA",ndp,0,0
Female,42,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Alberta,ndp,"NA","NA",ndp,0,0
Male,32,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,72,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,35,British Columbia,Green Party,"NA",Green Party,Green Party,0,0
Male,48,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,31,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,41,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,57,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,British Columbia,People's Party,"NA","NA",People's Party,0,0
Female,62,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,61,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,56,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,79,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,48,Ontario,ndp,"NA",NDP,NDP,0,0
Female,63,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,64,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,37,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,32,Manitoba,NA,Conservative Party,"NA",Conservative Party,0,1
Female,66,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
Male,61,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,55,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,24,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Male,58,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,66,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,42,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,58,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,52,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,18,Ontario,People's Party,"NA","NA",People's Party,0,0
Male,42,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,64,Newfoundland and Labrador,Conservative Party,"NA","NA",Conservative Party,0,1
Female,36,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,40,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,63,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,19,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,47,Alberta,Green Party,"NA","NA",Green Party,0,0
Male,61,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,28,Newfoundland and Labrador,Green Party,"NA","NA",Green Party,0,0
Male,33,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,34,Newfoundland and Labrador,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,47,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,65,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,66,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Male,70,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,33,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,50,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,60,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,27,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,80,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,60,New Brunswick,Green Party,"NA",Liberal Party,Liberal Party,1,0
Female,43,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,31,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,55,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,60,Saskatchewan,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,34,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,72,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Male,63,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,72,New Brunswick,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,68,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,52,Newfoundland and Labrador,ndp,"NA","NA",ndp,0,0
Female,63,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,43,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,50,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,65,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,50,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,25,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,61,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,22,Ontario,ndp,"NA","NA",ndp,0,0
Male,74,Alberta,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,59,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,British Columbia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,65,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,67,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,33,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,38,Ontario,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,41,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,61,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,28,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Female,59,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,80,Alberta,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,28,Ontario,People's Party,"NA","NA",People's Party,0,0
Female,61,Newfoundland and Labrador,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,42,Quebec,NA,Liberal Party,"NA",Liberal Party,1,0
Male,64,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,54,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,56,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,23,Ontario,ndp,"NA","NA",ndp,0,0
Female,49,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,56,Quebec,NA,Liberal Party,"NA",Liberal Party,1,0
Male,67,British Columbia,People's Party,"NA",People's Party,People's Party,0,0
Male,35,British Columbia,People's Party,"NA","NA",People's Party,0,0
Female,49,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,45,Saskatchewan,ndp,"NA","NA",ndp,0,0
Male,35,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,44,Ontario,ndp,"NA","NA",ndp,0,0
Male,64,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,77,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,49,Ontario,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Male,62,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,60,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,52,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,43,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,40,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,23,Ontario,Green Party,"NA",Liberal Party,Liberal Party,1,0
Male,65,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,42,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,67,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,37,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,65,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,27,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,58,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,33,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,38,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,39,Ontario,ndp,"NA","NA",ndp,0,0
Male,75,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,44,Prince Edward Island,Liberal Party,"NA","NA",Liberal Party,1,0
Male,69,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Male,70,Ontario,ndp,"NA",NDP,NDP,0,0
Female,58,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,63,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,35,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,25,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,25,Ontario,Another party (please specify),"NA","NA",Another party (please specify),0,0
Male,34,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,64,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,56,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,64,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,28,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,66,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,53,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,51,Ontario,ndp,"NA","NA",ndp,0,0
Male,39,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,70,Nova Scotia,Green Party,"NA",Green Party,Green Party,0,0
Male,20,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,21,British Columbia,NA,Green Party,"NA",Green Party,0,0
Female,55,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,50,British Columbia,NA,"NA",Conservative Party,Conservative Party,0,1
Female,60,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,33,British Columbia,ndp,"NA","NA",ndp,0,0
Male,26,Ontario,ndp,"NA","NA",ndp,0,0
Female,26,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,30,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,58,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,45,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,47,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,29,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,37,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,Ontario,ndp,"NA","NA",ndp,0,0
Female,37,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,55,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,18,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,57,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,42,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,36,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,69,Ontario,Another party (please specify),"NA","NA",Another party (please specify),0,0
Male,43,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,41,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,33,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,62,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,20,Prince Edward Island,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,45,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,29,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,50,British Columbia,ndp,"NA","NA",ndp,0,0
Female,73,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,69,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,36,Alberta,Green Party,"NA","NA",Green Party,0,0
Male,28,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,29,Ontario,ndp,"NA","NA",ndp,0,0
Male,22,British Columbia,NA,Liberal Party,"NA",Liberal Party,1,0
Female,25,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,26,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,43,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,41,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,67,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,37,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Quebec,ndp,"NA","NA",ndp,0,0
Female,41,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,32,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,51,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,56,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,42,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
